,Name,Code,Before,Num,Zip,Contact,Address
125,北京达源堂科技发展有限公司,663132821,北京市海淀区创业中路32号楼32-3-4110,1180,100085,$任忠义$13810780777$85866120$,北京市海淀区创业中路32号楼32-3-4110
126,北京中恒盾科技有限公司,684360903,北京市石景山区五里坨炮厂5-3-101,1181,100043,$崔原蕊$13611388956$88916428$,?北京市石景山区古城西街19号研发楼2-220室
127,北京中明和远环保科技有限公司,556877895,北京市海淀区中关村大街49号9号楼503室,1182,100031,$孙学忠$18811052260$88145158$,北京市海淀区 中关村大街49号大华科技商厦A-503
128,北京兴星伟业生态环境工程技术有限公司,802030260,北京市海淀区阜成路28号航医楼十四层1408房,1183,100089,$薛兴民$13910100898$68918857$,北京市海淀区厂洼街5号院博越商务楼6616室
129,北京中航非凡设备工程有限责任公司,793413066,北京市昌平区回龙观镇高新三街2号,1184,102200,$李巧$13901052987$62038261$,北京市? 北京市昌平区科技园区白浮泉路13号三层310室
130,北京亚天利电力技术发展有限公司,666934600,北京市昌平区十三陵镇泰胡路12号,1186,102200,$姚泳$13901123034$62053090$,北京市海淀区中关村大街１８号楼３Ａ０４５室?
131,北京中光电力设备公司,102195208,北京市丰台区西四环南路汽车博物馆东路6号院A座8层807室,1188,100070,$田立$18618219765$63918280$,丰台区海鹰路9号国贸食品科学研究所内
132,北京市济坤中医药研究所,802096972,北京市海淀区复兴路甲36号631室,1189,100039,$裴玉环$13910052034$13910052034$,北京市海淀区五棵松路81号永金里小区11号楼1051室
133,北京华电纳鑫科技有限公司,767543932,北京市昌平区科技园区创新路８号５０１室,1190,102200,$王明川$13905066133$51963207$,北京市顺义区北务镇府前街8号
134,国视通讯（北京）有限公司,788960196,北京市朝阳区朝外北大街乙12号天辰大厦21层,1191,100040,$郑加强$15350685737$51311300-811$,北京市建国门外大街19号中信国际大厦A座
135,北京金拇指科技有限公司,776393358,北京市昌平区科技园区超前路37号6号楼4层1211号,1192,102100,$叶艳进$$59798558-264$,"
北京市昌平区回龙观镇龙禧苑云趣园三区20栋7单元302室"
136,北京速联得科技有限公司,668406799,北京市海淀区羊坊店茂林居13号楼房上房1号,1193,100083,$马学舟$15901160782$67647920$,北京市朝阳区北四环中路6号华亭嘉园C座23E
137,北京创奇博通科技发展有限公司,741597836,北京市海淀区学院路３０号北京科技大学会议中心１３０７室,1194,100083,$王丽娜$$62346858$,北京市海淀区志新东路５号北配楼８５１室。
138,北京日昌隆达科技有限公司,796735562,北京市朝阳区德胜门外北沙滩一号１０号楼１０８,1195,100083,$车春生$13801214127$84705005$,北京市朝阳区德胜门外北沙滩一号１０号楼１０８
139,北京创飞科技有限公司,600383949,北京市丰台区分中寺关家坑200号B13、B14室,1197,100088,$孟庆彩$13801181586$62473939$,北京市海淀区中关村89号恒兴大厦15f
140,北京军峰科技开发有限责任公司,700346977,北京市昌平区香堂村二区12排6号,1198,102202,$陈立军$13901374368$64857485$,北京市朝阳区安外大屯路3号，北京市・昌平区・崔村镇 崔村香堂文化新村12排6号 
141,北京金嘉恒科技发展有限公司,687642690,北京市石景山区八大处高科技园区西井路３号３号楼２３３２房间,1199,100041,$付国$13911827608$$,北京市石景山区八大处高科技园区西井路３号３号楼２３３２房间
142,北京萌辉科技有限公司,78861711X,北京市海淀区清枫华景园４号楼三单元６０７室,1200,100080,$李黎$13501222152$82423690$,北京市海淀区清枫华景园４号楼三单元６０７室
143,北京康特荣宝电子有限公司,769354860,北京市北京经济技术开发区兴业街7号,1201,100176,$陈金洪$13910228657$67892280$,北京市北京经济技术开发区兴业街7号
144,北京乐田园环保科技有限公司,99318931,北京市海淀区信息路甲28号C座（二层）02C室-072号,1204,100024,$杨新玉$$13910216939$,北京东铁营桥金城中心803室
145,北京贝壳屋新材料科技有限公司,99773619,北京市丰台区南四环西路188号十八区18号楼208室（园区）,1205,100086,$滕勇$18911446780$18911446780$,北京市中关村总部基地18区18号楼
146,北京博泰文华高科技有限公司,799994519,北京市海淀区青龙桥玉泉山路甲99号西院（独立院落）院内南侧一层105室,1207,100084,$周庆$13911868346$62703599$,北京市海淀区成府路45号海升集团B座308室
147,北京拓普斯乐科技有限公司,765539972,北京市海淀区永泰园22号楼三单元363（住宅）,1210,100089,$张凯$13552732249$62753364$,北京市海淀区安宁庄西路１５号１７幢２门３０１
148,北京中晶微光科技有限公司,30631394X,北京市昌平区科技园区创新路２７号院１Ｂ座５０３室,1211,102200,$翁泽龙$13466598561$$,北京市昌平区科技园区创新路２７号院１Ｂ座５０３室
149,北京铁科海联数码技术有限公司,723959389,北京市海淀区西直门外大柳树路2号,1212,100081,$朱其杰$$62127608$,北京市海淀区西直门外大柳树路2号
150,北京中联通汇投资控股有限公司,95351320,北京市丰台区南四环西路１８８号１６区６号楼（园区）,1213,100070,$李志学$13931958656$$,
151,北京赛钛诚科技有限公司,09187305X,北京市昌平区沙河镇北街家园五区2号楼1层4单元105,1214,102200,$乔立安$18612482323$57536653$,
152,北京创世铭诚科技有限公司,69594222,北京市海淀区马甸东路19号15层1823,1215,100054,$王晓伟$$52455582$,北京市海淀区马甸东路19号15层1823
153,北京全面创新科技有限公司,306319073,北京市昌平区科技园区富康路１８号１０９室,1217,102200,$佟建伦$13121177997$$,北京市昌平区科技园区富康路１８号１０９室
154,北京蓝阳伟业科技开发有限公司,78898039X,北京市石景山区西井路１７号７０３房间,1218,100043,$赵立梅$13513122904$88909845$,北京市石景山区八大处高科技园区西井路3号3号楼1681房间
155,北京沃思捷科技有限公司,589065519,北京市西城区南礼士路丙3号楼503室,1219,100070,$彭川$13701383868$62270077$,北京市西城区南礼士路丙3号楼503室
156,北京首医科技有限公司,700382898,北京市丰台区四环西路一号５４３室（园区）,1220,100054,$郭建强$13901224430$83911287$,北京市丰台区西四环南路101号丰台科技园创新大厦543
157,北京光港科贸有限公司,802056612,北京海淀区志强南园2号楼152号,1222,100088,$宋立群$13651395612$62225601$,北京海淀区志强南园2号楼152号
158,北京奥博科贝数字科技有限公司,599652485,北京市海淀区中关村大街甲59号文化大厦203（2）,1223,100083,$谈益平$18601128793$65666918$,北京市海淀区中关村大街甲59号文化大厦203(2)室
159,信鸥互联（北京）信息技术有限公司,51423695,北京市昌平区科技园区超前路３７号６号楼４层１１３４号,1225,102200,$陈大卫$13581676155$$,北京市昌平区科技园区超前路３７号６号楼４层１１３４号
160,北京格朗德科技有限公司,306568133,北京市昌平区马池口镇昌流路７３８号１６号楼二层Ｂ区,1226,102200,$汪正敏$13910250355$$,北京市昌平区马池口镇昌流路738号16号楼二层B区
161,北京东方世宏科技有限公司,798519791,北京市海淀区复兴路83号二印厂239号,1227,100085,$尚文彬$13621276736$13621276736$,北京市海淀区复兴路83号二印厂239号
162,北京柯布瑞克汽车技术有限公司,756037719,北京市西城区德外大街11号Ｂ座508室（德胜园区）,1229,100088,$杨林$13601237121$64106518-180$,北京市西城区德外大街11号Ｂ座508室（德胜园区）
163,北京舜源联诚科贸有限公司,718728113,北京市宣武区春树园15号楼4单元1202室,1230,100052,$杨杰$13910299110$63188192$,?北京石景山区苹果园北大街82号八大处高科技园区海特饭店3806室 ??
164,北京托玛仕新能源科技有限公司,98798128,北京市丰台区科学城星火路10号1号楼468室（园区）,1231,100075,$郝龙$13910256256$13910256256$,北京市丰台区科学城星火路10号1号楼468室（园区）
165,北京鑫鑫盛达生物工程技术有限公司,746115947,北京市丰台区百强大道6号院1号楼2509号（园区）,1232,100071,$朱代成$15311079368$63728795$,北京市丰台区科学城百强大道6号宝隆公寓A座2509室
166,北京国能开源节能技术研究中心,795957235,北京市丰台区西四环南路88号5幢A116室（园区）,1233,100070,$于永林$13901117566$$,北京市丰台区南四环西路１８８号五区１９号楼２０５室
167,北京华信永杰软件开发有限责任公司,74883390X,北京市海淀区知春路51号慎昌大厦5986室,1234,100080,$向承蓉$13910087626$85870536-806$,北京市海淀区上地信息产业基地开拓路７号２１０室?
168,北京薰风网络科技有限公司,318249893,北京市昌平区科技园区振兴路２８号２号楼２０９室,1236,102200,$李杰$13552817843$$,北京市昌平区科技园区振兴路２８号２号楼２０９室
169,北京天易传动科技股份有限公司,397575522,北京市昌平区科技园区永安路38号4幢1层101,1237,102200,$毕艳军$13011211744$80113998$,北京市昌平区科技园区永安路38号4幢1层101
170,保网科技股份有限公司,685100441,北京市海淀区车公庄西路乙19号华通大厦B座北塔10层1026房,1238,100048,$刘涛$13911003278$88018068$,北京市海淀区车公庄西路乙19号华通大厦B座北塔10层1026房
171,北京鑫洲科技有限公司,773354716,北京市海淀区清河安宁庄东路1号院21号平房,1239,100085,$王义章$13718989618$62904876$,北京市海淀区清河龙岗路12号清缘商厦303室
172,时训电子软件（北京）有限公司,600040479,北京市海淀区北太平庄路27号19号楼106,1240,100085,$林青$$86833862$,北京市海淀区上地信息产业基地中黎科技园２号楼Ｄ４０１
173,北京科欣基业科技发展有限公司,758212648,北京市丰台区科学城星火路10号B座209室（园区）,1241,100070,$王超$13911873652$83682440$,
174,新航帆（北京）文化传播有限公司,664641302,北京市海淀区后屯南路26号3层3-18,1242,100083,$秦涛$13581567568$63956612$,中关村科技园区北京科技大学科技园
175,北京微商信息技术有限公司,92427502,北京市朝阳区大屯路科学园南里－风林绿洲Ⅰ乙号楼２２０４号（电子城科技园集中办公区０４８号）,1243,100101,$郭之晓$$64799302$,北京市朝阳区大屯路科学园南里－风林绿洲Ⅰ乙号楼２２０４号（电子城科技园集中办公区０４８号）
176,北京德润东辉机械仪表科技有限公司,765540068,北京市昌平区科技园区火炬街21号407室,1245,102200,$付民$13303605528$$,北京市昌平区科技园区火炬街21号407室
177,北京允升吉新技术有限公司,756732703,北京市昌平区马池口镇白浮村7号一号楼一层,1246,102200,$魏志凌$$80109408$,北京市昌平区中关村科技园区昌平园富康路１８号６０８室
178,北京吉泰恒业科技有限公司,573240837,北京市昌平区沙河镇昌平路９７号５幢Ｂ门５层,1247,102206,$方高瞻$13910280172$80719311$,北京市昌平区沙河镇新元科技园1号楼B门520室）?
179,北京市正三环保科技有限公司,782507833,北京市昌平区科技园区超前路5号4幢307B,1250,102200,$路秀燕$$13601190302$,?北京市崇文区龙潭路甲3号翔龙大厦B座东213室
180,北京恒诺堂生物科技有限公司,750104503,北京市西城区新街口北大街57号3198号,1251,102200,$张同飞$18901175677$$,北京市昌平区科技园区振兴路９号
181,北京中泰恒兴科贸有限责任公司,700284024,北京市石景山区西井路7号1栋302室,1252,100041,$牛洪伟$$68800408$,北京市石景山区西井路7号1栋302室
182,北京优联星达科技有限公司,661560128,北京市昌平区科技园区中兴路10号C211室,1253,102200,$陈琳$15960009918$89706427$,北京市昌平区科技园区振兴路９号６１８号
183,北京嘉纳]晟科技有限公司,67286533,北京市昌平区科技园区中兴路１０号Ａ１１０１－１室,1254,102200,$梁军$13911881906$$,北京市昌平区科技园区中兴路10号A1101-1室
184,北京原石创新信息技术有限公司,553095804,　北京市海淀区复兴路2号院Ｂ座601室,1255,101213,$王硕$15811294619$82579046$,北京市平谷区夏各庄镇夏各庄北街68号
185,北京晶珠医药企业管理有限公司,79997047X,北京市崇文区崇文门外大街５号５０３,1256,100062,$李方瑞$$67091193-261$,北京市崇文区北京市崇文区崇文门外大街５号５０３
186,北京龙信百年商业信息咨询有限公司,X00385940,北京市海淀区信息路2号1号楼24层24D,1258,100097,$管春燕$13699171704$88861266$,北京?市市海淀区蓝靛厂东路２号金源商务中心Ｂ座３Ｄ
187,北京中嘉华诚网络安全技术有限公司,802024880,北京市海淀区阜成路16号7层,1259,100037,$薛京树$$68370181$,北京市海淀区阜成路十四号B座七层
188,西继电梯（北京）有限公司,399061824,北京市丰台区富丰路2号4层506室,1260,100071,$闫国乐$13718746785$$,北京市丰台区富丰路2号星火科技大厦506B
189,北京中科国投科技发展有限公司,51408022,北京市昌平区科技园区超前路３７号６号楼４层１１２６号,1261,102200,$陈达凯$18610042111$$,北京市昌平区科技园区超前路37号6号楼4层1126号
190,北京富英动物保健技术有限公司,757705424,北京市海淀区上地东路29号六层602号,1265,100085,$张雪清$$62986330$,北京市海淀区上地东路29号六层602号
191,北京市崇文区中藏医药研究院,671703620,北京市崇文区崇文门外大街5号503室,1266,100062,$李方瑞$$13381230057$,北京市东城区光明中街1-1号，崇文区夕照寺大街绿景苑甲1号1楼?
192,北京经纬互联科技有限公司,769365092,北京市海淀区上地十街1号院2号楼15层1503室,1267,100089,$刘大军$13701067577$86187291$,北京市海淀区西三旗上奥世纪中心B-16层
193,北京光大振邦微电子技术有限公司,777667154,北京市海淀区大钟寺13号院1号楼7层7C2,1269,100086,$温建荣$13326386888$58732068$,北京市海淀区知春路甲４８号盈都大厦３号楼二单元１６Ａ室
194,北京西软计算机技术有限公司,751340532,北京市海淀区清河西三旗转盘东路3号沁春家园6号楼5单元502号,1270,100096,$李学英$$82901149$,北京・海淀区二里庄100号北沙滩手机大世界
195,北京京创伟业科技有限责任公司,788997167,北京市昌平区科技园区超前路5号4幢3层319B,1271,102200,$张建军$13901368698$13901368698$,北京市昌平区科技园区创新路１０号综合楼４０３号
196,可可网联科技（北京）有限公司,788997941,北京市海淀区西土城路10号北京邮电大学综合服务楼501号,1272,100879,$李智海$13401054805$62285388$,北京市海淀区西土城路10号北京邮电大学综合服务楼501号
197,北京恒通基生物科技有限公司,789977803,北京市海淀区北四环西路9号1705-A004,1273,100022,$郭永忠$13910586073$83702300$,? 北京市朝阳区东四环南路1号10号
198,北京时代金普科技发展有限公司,783987189,北京市海淀区中关村南大街5号683号楼理工科技大厦9063室,1274,100081,$郑云$13301374822$68910002$,北京市海淀区中关村南大街５号理工科技大厦９０６Ｈ室
199,北京象限科技有限公司,780221153,北京市海淀区清河安宁庄东路18号2号楼334室,1275,100081,$张冬梅$13439892099$62994590$,北京市海淀区清河安宁庄东路18号2号楼334室
200,北京罗丹合众电器科技有限公司,802226394,北京市丰台区西四环南路19号一号楼328室（园区）,1276,100070,$王颖智$13901237589$63965087$,北京市丰台区莲香园5号楼104室
201,北京泰柏生物科技有限责任公司,306329175,北京市昌平区科技园区生命园路29号1幢B316-36室,1277,102200,$戴光$13911019457$13911019457$,北京市昌平区科技园区生命园路29号1幢B316-36室
202,北京宇环通高科技有限公司,802220558,北京市丰台区西四环南路63-4号,1279,100071,$蒋小明$13371668906$66716670$,北京市丰台区北大街甲１３号（附楼）（园区）
203,北京软赢科技有限公司,766267817,北京市海淀区北蜂窝2号9号楼205室,1280,100083,$甘海波$13301385865$52267636$,北京海淀区知春路甲48号盈都大厦C座1-16D
204,北京航天金光计算机技术有限责任公司,776357584,北京市丰台区科学城恒富中街2号院1号楼5398（园区）,1281,100071,$韦立新$13901317712$86667850$,北京市丰台区西四环南路８０号３０９
205,北京翰纳斯科技有限公司,774055080,北京市海淀区清河小营（雄狮机械厂）2幢1层216室,1282,100088,$贾立斌$13910393473$88340276$,北京市海淀区花园路１３号怡和中心３１２房间
206,北京市欧亚物业管理有限公司,802214764,北京市丰台区科学城恒富街２号院４号楼９０６-C,1283,100070,$王德意$$63795191$,北京市丰台区西三环南路东管头159号
207,北京嘉捷博大汽车节能技术有限公司,733445947,北京市北京经济技术开发区西环南路26号院22号楼厂房2层,1284,100176,$孙宏宇$13901307323$67817676$,北京市北京经济技术开发区西环南路26号院22号楼厂房2层
208,天邦利（北京）科贸有限公司,667541868,北京市海淀区玉渊潭南路17号D―018室,1285,100044,$韩忠$13701279020$13701014803$,北京市海淀区玉渊潭南路17号B208室
209,北京清图科技发展有限公司,753330696,北京市海淀区农大南路1号院2号楼2层办公B-207,1286,100084,$施杰$13910112911$82612863$,北京市 海淀区三才堂写字楼4061房间
210,百赛维斯生物科技（北京）有限公司,80538248,北京市昌平区科技园区生命园路２９号１幢Ｂ３１６－１８室,1287,102200,$郑曾杰$13696909851$$,北京朝阳区马泉营四区8号
211,北京时代希金科技有限公司,677405130,北京市海淀区上地西路28号2号楼4层,1288,100085,$张亚芹$13910551330$62980826$,北京市海淀区上地信息产业基地西路38号
212,北京零线之芯电气技术有限公司,799023595,北京市昌平区北七家镇定泗路北侧雅安商厦C号B座３０３室,1290,102200,$蔡钧$$69753263$,北京市昌平区北七家镇宏翔鸿企业孵化基地三期一号，北京市昌平区北七家镇定泗路北侧雅安商厦C号B座303室
213,派顿（北京）数据技术有限责任公司,797584874,北京市海淀区中关村南大街17号3号楼1004室,1291,100081,$董方$13051282086$88572068$,北京市海淀区中关村南大街２号北京科技会展中心数码大厦Ａ座１７０５?
214,金积木（北京）科技有限公司,667525323,北京市海淀区上地信息产业基地三街1号楼地下室A段B13,1292,100089,$叶豪$13911536329$68731679$,北京市海淀区中关村西区彩和坊路8号天创科技大厦
215,北京科发佳工程技术有限公司,733467310,北京市海淀区中关村南大街5号院北京理工大学综合楼512室,1293,100081,$张胜坚$13808964356$68944992$,北京市海淀区皂君庙１４号院１号楼７０２、７０３室
216,北京中通软联信息科技有限公司,666919670,北京市海淀区上地五街7号3层301室,1294,100085,$马新途$$82893347$,北京市海淀区上地信息路嘉华大厦E座706
217,北京北科永新生态能源科技有限公司,762194323,北京市昌平区科技园区白浮泉路13号A105,1295,102200,$于学永$$13701288075$,北京市昌平区科技园区白浮泉路13号A105
218,北京东方思科石油科技有限公司,661581439,北京市丰台区星火路1号1号楼9E-3（园区）,1296,100070,$赵建$$52262829$,北京市丰台区南四环西路188号十一区10号楼401
219,红宇阳（北京）科技有限公司,66050997X,北京市海淀区高粱桥路上园村3号四区3号楼3115室,1297,100097,$张保国$13901192249$64248338$,北京市海淀区高粱桥路上园村3号四区3号楼3115室，北京交通大学专家公寓3113室
220,北京十三行国际教育科技有限公司,89632337,北京市丰台区科兴路９号１０２－１（园区）,1299,100070,$张重雨$18611761894$$,北京市丰台区科兴路9号1021号
221,十字舵科技发展（北京）有限公司,558599892,北京市海淀区清河镇强佑清河新城4#地甲1号商业办公楼10层1019,1300,100085,$吕欣蓉$13910822208$82838558$,北京市海淀区清河镇强佑清河新城商业办公楼A座10层1019
222,龙头（北京）网络技术有限公司,792110848,北京市海淀区复兴路30号1层东侧,1302,100039,$葛龙海$13718606639$68239189$,北京市海淀区复兴路３０号１层东侧?
223,鼎铭世纪（北京）科技有限公司,783978127,北京市西城区裕民路18号11层1110室（德胜园区）,1304,100085,$杨帆$13911806904$88114979$,北京石景山区 八大处高科技园区西井路3号3号楼5620房间
224,北京朝铂航科技有限公司,758740344,北京市朝阳区将台乡驼房营洼子村78号,1305,100016,$孟昭辉$13671203800$84674566$,北京市朝阳区将台乡驼房营洼子村78号
225,北京睿达模生物研究所（普通合伙）,09879811X,北京市昌平区中关村科技园区昌平园超前路甲１号１０号楼４层４０５室,1306,102200,$沈志远$13520098955$$,北京市昌平区中关村科技园区昌平园超前路甲１号１０号楼４层４０５室
226,北京博思利码科技有限公司,67283557X,北京市昌平区兴寿镇秦城村东,1309,102200,$胡素珍$13911314269$69702958$,北京市昌平区科技园区超前路5号A座103
227,北京恒瑞美联数码科技有限公司,772568851,北京市昌平区科技园区富康路１7号211室,1310,102200,$杨秀琴$13910627063$69712106$,北京市昌平区科技园区富康路１７号２１１室
228,北京绿环国际科技有限公司,71669975,北京市昌平区科技园创新路７号１号院２０８９号,1311,102200,$全利红$13681476280$$,北京市昌平区科技园创新路7号1号院2089号
229,北京合众惠康科技有限公司,556835492,北京市昌平区科技园火炬街甲１２号北京昌科晨宇科技企业孵化器一层１１８、二层２１９,1312,102200,$全军$13811078587$$,北京市昌平区科技园火炬街甲12号北京昌科晨宇科技企业孵化器一层118、二层219
230,北京以歌以乐电子商务有限公司,569475641,北京市昌平区科技园区振兴路9号306室,1313,102200,$张海涛$13241779079$$,北京昌平振兴路9号306室
231,北京天惠人控制设备技术有限公司,802663869,北京市昌平区科技园区超前路9号B座2088室,1314,102200,$包桂芝$$80108136$,? 北京市昌平区科技园区超前路２３号，北京市昌平区西环路56号钰阳阁商业楼F座二层
232,中泰动力（北京）能源科技有限公司,306601714,北京市昌平区北七家镇宏福１１号院创意空间416室,1315,102209,$李可$13426287570$81788734$,北京市昌平区宏福科技园创意空间416室
233,北京华夏视创科技有限公司,78864605X,北京市海淀区上地十街1号院2号楼12层1201,1316,100085,$刘维增$13321118191$62969217$,北京市海淀区上地十街1号院2号楼12层1201
234,北京三联捷通石油天然气技术有限公司,306372691,北京市昌平区科技园区华通路１１号楼四层Ｂ４０６室,1317,102200,$张炜$13810012282$13810012282$,北京市昌平区科技园区华通路11号楼四层B406室
235,北京昌企策略投资顾问有限公司,761440094,北京市昌平区白浮泉路10号2号楼1103A2,1318,102200,$李金瞳$18911717223$$,北京市昌平区白浮泉路10号2号楼1103A2
236,北京华岳泰信息技术有限公司,695039445,北京市昌平区科技园区创新路27号3号楼703-1室,1320,102200,$华东明$13810827746$57299263$,北京市昌平区沙河百沙路青年创业大厦A座903室
237,北京东亚中电电器有限公司,736499123,北京市昌平区科技园区超前路37号6号楼1284号,1321,102200,$王欣$13691172630$81788537$,北京市昌平区北七家镇宏福创业园
238,北京金控汇通科技有限公司,53555341,北京市昌平区北七家镇宏福１１号院创意空间２０２室,1322,102209,$易成芳$13911181131$56629286$,北京市昌平区北清路宏福大厦512
239,北京博泰锐达科技发展有限公司,99193147,北京市昌平区马池口镇昌流路７３８号１６号楼２１５室,1323,102200,$王斌$13269308566$$,北京市昌平区马池口镇昌流路７３８号１６号楼２１５室
240,北京远东宏润科贸有限公司,580826983,北京市昌平区科技园区富康路１８号２０７室,1325,102200,$刘海成$13911891809$$,北京市丰台区新宫体育健身休闲园8号中福2号楼355室
241,北京集英生物技术有限公司,600012400,北京市海淀区阜成路22号北京航天西钓鱼台招待所8516房间,1331,100036,$杜宝来$$68486985$,北京市海淀区车公庄西路甲19号华通大厦512
242,北京好运益来装饰有限公司,678771677,北京市石景山区八大处高科技园区西井路３号３号楼１７８１房间,1332,100041,$张保全$13141339248$$,北京市石景山区八大处高科技园区西井路
243,北京科大博联科技发展有限公司,765525706,北京市海淀区学院路３０号6区北京科技大学科技园A座322号,1334,100083,$黄重国$13701363323$52752289$,北京市海淀区学院路30号6区北京科技大学?
244,华通天地（北京）科技有限公司,788634075,北京市海淀区西郊半壁店59号1号楼1636室,1335,100083,$佘荣红$13581657980$64426848-203$,北京市海淀区学清路8号科技财富中心B座502A
245,北京成益通和信息技术有限公司,56954351X,北京市昌平区昌平镇振兴路２８号２号楼３Ａ０８室,1336,102200,$李士强$15901389657$80107035$,北京市昌平区昌平镇振兴路２８号２号楼３Ａ０８室
246,北京宜科智达科技有限公司,53584572,北京市海淀区上地三街9号A座4层A501号,1337,100085,$车文$13501087298$62971783$,北京市海淀区上地三街9号A座4层A501号
247,北京天指道科技有限公司,699607155,北京市海淀区朱房路16号院1号楼350室,1340,100085,$丁彦霞$13911777286$62910117$,北京市海淀区清河安宁庄路4号11号楼432室
248,北京四通智能技术发展有限公司,769940464,北京市海淀区知春路51号慎昌大厦5层5261室,1341,100080,$静向东$13801107898$65305108-8011$,北京市朝阳区朝阳门北大街乙12号天辰大厦1109室
249,益昂资讯科技（北京）有限公司,787752571,北京市海淀区清河毛纺路26号燕语清园5号楼16层B单元1604（住宅）,1343,100080,$张学明$13910520881$62510966$,北京市海淀区北京市海淀区中关村大街59号文化大厦12层12
250,北京神州地标科技有限公司,798544364,北京市海淀区清河朱房路16号院1号楼（配套公建）五层50室,1344,100083,$王秀柏$13520646938$64092885$,北京市海淀区中关村东路18号1号楼C-1609―39
251,北京盈和文化有限公司,678242185,北京市昌平区科技园区创新路7号2号楼2498号,1345,102200,$贺俊杰$13121231888$13121231888$,北京市昌平区科技园区创新路7号2号楼2498号
